"","Name","Database_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction"
"1","ARF5","ENSP00000000233.5",0.104652919757995,0.0221682951145752,2.56661451384571,0.0110063510225628,0.0136208759588362,-4.58642634000183,"up"
"2","M6PR","ENSP00000000412.3",0.211516711269195,-0.039528797425511,6.94751638475101,5.20584921336541e-11,1.04795270809766e-10,13.8363700477046,"up"
"3","FKBP4","ENSP00000001008.4",0.343905172206237,-0.0582884763202593,8.71704521268046,1.13652405768167e-15,2.94341275074813e-15,24.4337806873385,"up"
"4","NDUFAF7","ENSP00000002125.4",0.115371618830525,0.0122662992446,2.84122019721909,0.00496306224546875,0.00630133018531009,-3.86788715292856,"up"
"5","FUCA2","ENSP00000002165.5",-0.090061277630617,-0.00237209099391552,-1.79281500017768,0.0745255337648894,0.085866753421956,-6.23819222535626,"down"
"6","CYP51A1","ENSP00000003100.8",0.217115655746922,-0.0542338748977049,4.00290385954093,8.83559645013194e-05,0.00012505922945735,-0.106896988512379,"up"
"7","HSPB6","ENSP00000004982.3",-2.42931815201245,-0.402061963148005,-18.6834296772966,1.34717339502678e-45,2.87087295905706e-44,93.0710691966839,"down"
"8","USH1C","ENSP00000005226.7",-0.0336752423306388,-0.0149466363329988,-0.695802016301798,0.487366738039312,0.5147492315459,-7.59535669814866,"down"
"9","RALA","ENSP00000005257.2",0.227168130052972,-0.0181763603310717,4.7789795981304,3.4228783400081e-06,5.2735152736055e-06,3.00772080458784,"up"
"10","BAIAP2L1","ENSP00000005260.8",0.606173225546735,-0.135281884345944,13.0695089925591,1.43564625924256e-28,7.35526953958053e-28,53.9598165650028,"up"
"11","RPAP3","ENSP00000005386.3",0.356643323249276,-0.0098395639305315,15.8360197450288,4.66600960749887e-37,4.42778339721198e-36,73.4490197785088,"up"
"12","CEACAM7","ENSP00000006724.3",-1.26634586004254,-0.2452653743733,-10.0625669892666,1.66428816129429e-19,5.25095128872939e-19,33.191288661711,"down"
"13","RHBDD2","ENSP00000006777.6",0.25794830726793,-0.0619427864625375,4.69821829034785,4.89721451720417e-06,7.48665076470545e-06,2.66250625103662,"up"
"14","NDUFAB1","ENSP00000007516.2",0.138279008889531,-0.0264432611348035,2.87679506982665,0.00445658884970357,0.00566847833108681,-3.76986511469669,"up"
"15","CD9","ENSP00000009180.4",-0.546753453985501,0.0320654299024444,-9.5879006119048,3.94348080786798e-18,1.15364314284611e-17,30.0487954002289,"down"
"16","CD74","ENSP00000009530.7",0.136512798033653,-0.0718415510067847,2.28505889740177,0.0233675034358406,0.0282121946243702,-5.25202050387307,"up"
"17","RPS20","ENSP00000009589.3",0.390887752807077,-0.031540693541004,13.750160365305,1.16466598994932e-30,6.80627500509388e-30,58.7582221078317,"up"
"18","MGST1","ENSP00000010404.2",-0.209377001376681,-0.00571379307773045,-3.32750989801832,0.00104436345302364,0.00137872707923868,-2.43218255865628,"down"
"19","RANBP9","ENSP00000011619.3",-0.0278847277319586,0.0349637156059483,-0.895248988693606,0.371738402164281,0.39927757121447,-7.43665008601351,"down"
"20","TSPAN9","ENSP00000011898.5",-0.20716042137166,0.082078473694901,-4.28609599771128,2.8345718748766e-05,4.15479494497181e-05,0.97696832941052,"down"
"21","QPCTL","ENSP00000012049.4",0.0322039606690706,-0.00171901506555637,0.875384707452524,0.38242272053741,0.410040756958785,-7.45422838720222,"up"
"22","PPP5C","ENSP00000012443.4",-0.193893893073336,0.0686167471355341,-6.26279287513347,2.2974008921259e-09,4.25406367440841e-09,10.1182757442944,"down"
"23","NME1","ENSP00000013034.3",0.463648194867178,-0.102470910280768,8.02588393821647,8.68929191344187e-14,2.04084841900506e-13,20.14347391529,"up"
"24","UBR7","ENSP00000013070.6",-0.00978747832533413,0.0145699387857098,-0.200979067521514,0.840920745949676,0.854049336067214,-7.81771423788651,"down"
"25","PTBP1","ENSP00000014112.5",0.338125436109224,-0.0462297856450648,12.2780566452894,3.7936184394603e-26,1.70042153805002e-25,48.4041613189346,"up"
"26","GPRC5A","ENSP00000014914.6",1.30572955825993,-0.453739223989771,14.8176020527711,6.24440445835836e-34,4.51349936288359e-33,66.2681851250835,"up"
"27","HEBP1","ENSP00000014930.4",-0.218594148928119,0.0372413148398746,-3.87424769080657,0.000145247177882187,0.000202853685720207,-0.578490360597661,"down"
"28","RALBP1","ENSP00000019317.4",-0.262403772813986,0.0438503849982643,-6.36869754348704,1.29904181751295e-09,2.43275104006971e-09,10.6769909764344,"down"
"29","VDAC3","ENSP00000022615.4",0.223265589470115,-0.0119021058823616,4.69406568979208,4.98594076591466e-06,7.61993543946895e-06,2.64516671401316,"up"
"30","CDH17","ENSP00000027335.3",-0.256066359428072,-0.0949523923857653,-3.14108535442309,0.00194085747419266,0.0025178691557094,-3.00686173198913,"down"
"31","GABARAPL2","ENSP00000037243.2",-0.459737376785132,0.0829714641612688,-11.5310477364524,7.03771509606619e-24,2.7791104979993e-23,43.2042940275858,"down"
"32","FAM136A","ENSP00000037869.3",0.41399790345709,-0.0381349960758565,11.4143830339482,1.58317945599183e-23,6.16803721861591e-23,42.3975189105229,"up"
"33","MRI1","ENSP00000040663.5",-0.154512086997865,0.0236402747054167,-3.16296951539591,0.00180698465842774,0.00234789281242227,-2.94085469837667,"down"
"34","BOD1L1","ENSP00000040738.5",0.108076169946991,0.00553046837832317,2.87896893704551,0.00442722572489769,0.00563402933948371,-3.76383891070482,"up"
"35","PSMA4","ENSP00000044462.7",0.165308397370268,0.0182621667609952,3.79004002899317,0.000199719688182887,0.000276277039277054,-0.879846941894181,"up"
"36","LCP2","ENSP00000046794.5",0.250747744423563,-0.0152321817594824,5.55544539171494,8.82922493756711e-08,1.48728068454282e-07,6.55382351630124,"up"
"37","GOPC","ENSP00000052569.6",0.0248313993384844,0.000363884684003876,0.725514095376541,0.468991253981016,0.496401789698596,-7.57422143477085,"up"
"38","DCN","ENSP00000052754.5",-1.9709961159809,-0.117241275325454,-24.9218951128651,5.25815325173695e-63,6.60402743481598e-61,133.064702446927,"down"
"39","MRPS10","ENSP00000053468.3",0.294404487259533,-0.0233815576062545,6.93856475346203,5.47820923166236e-11,1.10009205691871e-10,13.7862069994018,"up"
"40","GRN","ENSP00000053867.2",0.0569084358433531,-0.0509171070355508,1.01770269619436,0.310058872994368,0.335800891146584,-7.3196570648312,"up"
"41","VAMP3","ENSP00000054666.6",-0.12784153110002,0.0302101828345281,-3.93438192527188,0.000115293914119966,0.000162119770025345,-0.359589786009136,"down"
"42","RCN1","ENSP00000054950.4",0.870109975816412,-0.248487430096386,12.2309001030379,5.35293220171331e-26,2.3650488655291e-25,48.0616307730026,"up"
"43","RFC2","ENSP00000055077.3",0.300876319335856,0.0004562484523204,10.989412585474,2.99187949234928e-22,1.08843651288998e-21,39.4737347765797,"up"
"44","GNA11","ENSP00000078429.3",-0.586715967629984,0.0760135800154996,-23.5939733770102,1.68612324349269e-59,1.73670694079747e-57,125.012815192046,"down"
"45","MRPS35","ENSP00000081029.3",0.281757604914571,-0.0223248455422539,7.03889786858922,3.08658874319709e-11,6.29282257582120e-11,14.3506890016348,"up"
"46","HDHD5","ENSP00000155674.5",0.201048037557534,-0.0370269027458253,5.20269667825209,4.87790923005681e-07,7.88117099130747e-07,4.8925327108118,"up"
"47","GPKOW","ENSP00000156109.5",0.383008102398689,-0.0388115288861331,15.0763136402829,9.827460011586e-35,7.67566544980745e-34,68.1120115224957,"up"
"48","AQR","ENSP00000156471.5",0.0951122930687371,0.03293172365852,4.43846365955312,1.50148235441446e-05,2.23459625533567e-05,1.58551113448497,"up"
"49","ST6GALNAC1","ENSP00000156626.6",-0.676943028243506,-0.0987104331169386,-8.95591187302759,2.46519008172296e-16,6.59518385499909e-16,25.9479986220666,"down"
"50","LMCD1","ENSP00000157600.3",0.546673892617294,-0.090800983514146,8.94091734451631,2.7155717884945e-16,7.24152476931867e-16,25.8521430339297,"up"
"51","PSMC4","ENSP00000157812.1",0.271990525399063,-5.08898910455096e-05,13.5852528957749,3.74200230498855e-30,2.13384768118378e-29,57.594726485334,"up"
"52","ICAM3","ENSP00000160262.3",0.134440828862135,-0.0447976164245171,2.40311088659442,0.017177147070102,0.0209688432381689,-4.98181747236335,"up"
"53","CAMSAP3","ENSP00000160298.3",0.0331371168718918,0.0347312918566043,1.05203274241641,0.294063643052496,0.319387225670373,-7.28419784449291,"up"
"54","CEACAM1","ENSP00000161559.6",-0.24981555506697,-0.0257235715152259,-3.76599710539659,0.000218585770785559,0.000301783873433065,-0.965071559205333,"down"
"55","GOLGA5","ENSP00000163416.2",0.142919001697163,0.0233679332746929,5.25505372612404,3.80347593426154e-07,6.1938027071769e-07,5.13394721496682,"up"
"56","PYGM","ENSP00000164139.3",-1.55307836766872,-0.00873950841292404,-21.6680168449892,3.51341686841724e-54,1.86777774166181e-52,112.795138319424,"down"
"57","KRT20","ENSP00000167588.3",-0.898523197663042,-0.153217136835242,-8.39056256183557,9.02036126244578e-15,2.23206536944604e-14,22.383450069163,"down"
"58","HSD17B10","ENSP00000168216.6",0.238298158192082,-0.0253180316269287,5.18643899860907,5.26783758343868e-07,8.4945169642925e-07,4.81794309336616,"up"
"59","ST6GAL1","ENSP00000169298.3",0.515447603740446,-0.109816005615612,8.90604934234139,3.39684982315661e-16,9.01934775815589e-16,25.6303039533159,"up"
"60","TIMM21","ENSP00000169551.6",-0.21154774511697,0.0704980095385431,-6.22468279671544,2.81648206322786e-09,5.17646368795485e-09,9.91875289978726,"down"
"61","MKRN2","ENSP00000170447.7",0.0447488434134565,0.0696800064986356,1.56656276876481,0.118809838517492,0.134600330346123,-6.61418025220892,"up"
"62","KEAP1","ENSP00000171111.4",-0.0246275992033528,0.045744225764448,-0.751829329395907,0.453044299436372,0.480551601890887,-7.55476855031609,"down"
"63","ISOC1","ENSP00000173527.5",-0.369525802447283,0.0757790475865312,-14.7566877279856,9.39617777049212e-34,6.72282241639842e-33,65.8601910892183,"down"
"64","ASNS","ENSP00000175506.4",0.638314170367685,-0.169766126578631,10.0086298355744,2.39127190855054e-19,7.44955785499298e-19,32.8313428078817,"up"
"65","ALDH3A2","ENSP00000176643.6",-0.51091692477352,0.0750704591988434,-12.2252467394927,5.49655263175099e-26,2.42633537601579e-25,48.0348942155378,"down"
"66","STK10","ENSP00000176763.5",0.222329174013712,0.0124976249598623,7.62797397937619,9.71398394047759e-13,2.14305830440523e-12,17.7593384513842,"up"
"67","MRPS34","ENSP00000177742.3",0.413328353292001,-0.0482218895658441,8.10136930506521,5.44464271394938e-14,1.29539526360759e-13,20.6053801195074,"up"
"68","CA12","ENSP00000178638.3",-1.04625680386321,-0.100243160963991,-14.4630274701593,7.65238553068946e-33,5.18976598953754e-32,63.7690525428042,"down"
"69","TIGAR","ENSP00000179259.4",0.229090096576413,0.00819692352274039,6.86844122087467,8.1575918033959e-11,1.6275679530262e-10,13.3946180286144,"up"
"70","CPB2","ENSP00000181383.4",-0.171562955966292,-0.0165687694817556,-1.91562383925457,0.056851656221575,0.0663694423517041,-6.01358697721393,"down"
"71","NDUFB4","ENSP00000184266.2",-0.390379860631665,0.0311115348236556,-8.47243883854463,5.36588847659615e-15,1.34120084066185e-14,22.8972208600869,"down"
